"","TLC","Station_Name","Entries.and.exits...Full.price.tickets","Entries.and.exits...Reduced.price.tickets","Entries.and.exits...Season.tickets","Tickets_Sold","Rank_Tickets","Interchanges","Main_OD","NLC","Region","Station_Owner","TRUE.","FALSE.","Route_Name"
"3276","TAP","Taplow",94400,152272,53410,300082,1016,0,"London Paddington",3151,"South East","Elizabeth line",1,0,"Great Western Main Line"
"3277","TAT","Tattenham Corner",56694,58216,20532,135442,1471,0,"London Bridge",5387,"South East","Govia Thameslink Railway (Southern)",0,1,"Tattenham Corner Line"
"3278","TAU","Taunton",220386,1108222,69490,1398098,325,69064,"London Paddington",3471,"South West","Great Western Railway",1,0,"Bristol to Exeter Line"
"3279","TAY","Taynuilt",6852,3706,31468,42026,2004,0,"Oban",8727,"Scotland","ScotRail",0,1,"West Highland Line"
"3280","TBD","Three Bridges",773500,1480930,537456,2791886,163,718405,"London Blackfriars",5491,"South East","Govia Thameslink Railway (Southern)",1,0,"Brighton Main Line"
"3281","TBD","Three Bridges",773500,1480930,537456,2791886,163,718405,"London Blackfriars",5491,"South East","Govia Thameslink Railway (Southern)",1,0,"Arun Valley Line"
"3282","TBW","Tunbridge Wells",574382,1359508,632054,2565944,179,72163,"London Bridge",5230,"South East","Southeastern",1,0,"Hastings Line"
"3283","TBY","Thornaby",86636,375408,49044,511088,764,46054,"Newcastle",7976,"North East","TransPennine Express",0,1,"Tees Valley Line"
"3284","TDU","Tondu",31544,1342,7050,39936,2025,0,"Cardiff Central",4271,"Wales","TfW Rail",0,1,"Maesteg Line"
"3285","TEA","Teesside Airport",0,2,0,2,2575,0,"Crewe",7521,"North East","Northern Trains",0,1,"Tees Valley Line"
"3286","TED","Teddington",522174,711120,147236,1380530,330,66384,"London Waterloo",5572,"London","South Western Railway",0,1,"Kingston Loop Line"
"3287","TEN","Tenby",58674,34458,74,93206,1667,0,"Pembroke Dock",4110,"Wales","TfW Rail",0,1,"Pembroke & Tenby Railway"
"3288","TEO","Theobalds Grove",210652,317538,38404,566594,702,0,"Seven Sisters",6949,"East of England","London Overground",0,1,"Lea Valley Lines"
"3289","TEY","Teynham",40634,51622,42546,134802,1475,0,"Faversham",5193,"South East","Southeastern",0,1,"Chatham Main Line"
"3290","TFC","Telford Central",236540,546372,99764,882676,513,2986,"Birmingham New Street",4691,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Wolverhampton to Shrewsbury Line"
"3291","TGM","Teignmouth",93332,466904,131148,691384,616,0,"Exeter Central",3430,"South West","Great Western Railway",0,1,"South Devon Main Line"
"3292","TGS","Ty Glas",54160,1656,15302,71118,1793,0,"Cardiff Queen Street",3817,"Wales","TfW Rail",0,1,"Coryton Line"
"3293","THA","Thatcham",101504,196444,64950,362898,913,0,"London Paddington",3152,"South East","Great Western Railway",0,1,"Reading to Taunton line"
"3294","THA","Thatcham",101504,196444,64950,362898,913,0,"London Paddington",3152,"South East","Great Western Railway",0,1,"Reading to Plymouth Line"
"3295","THB","Thornliebank",64508,102602,23344,190454,1278,0,"Glasgow Central",9812,"Scotland","ScotRail",0,1,"Glasgow South Western Line"
"3296","THC","Thurnscoe",32936,21756,13580,68272,1810,0,"Sheffield",8282,"Yorkshire and The Humber","Northern Trains",0,1,"Swinton and Milford Junction Line"
"3297","THD","Thames Ditton",275762,263382,78256,617400,661,0,"London Waterloo",5610,"South East","South Western Railway",0,1,"Hampton Court Branch Line"
"3298","THE","Theale",100438,131992,50550,282980,1054,0,"London Paddington",3153,"South East","Great Western Railway",0,1,"Reading to Taunton line"
"3299","THE","Theale",100438,131992,50550,282980,1054,0,"London Paddington",3153,"South East","Great Western Railway",0,1,"Reading to Plymouth Line"
"3300","THH","Thatto Heath",43516,48274,23552,115342,1551,0,"Liverpool Lime Street",2264,"North West","Northern Trains",0,1,"Liverpool to Wigan Line"
"3301","THI","Thirsk",58848,154032,18270,231150,1170,0,"York",8191,"Yorkshire and The Humber","TransPennine Express",0,1,"East Coast Main Line"
"3302","THL","Tile Hill",118336,209266,100784,428386,839,0,"Birmingham New Street",1035,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Rugby–Birmingham–Stafford Line"
"3303","THO","Thornford",894,1826,196,2916,2449,0,"Weymouth",5849,"South West","Great Western Railway",0,1,"Heart of Wessex Line"
"3304","THS","Thurso",15466,15374,606,31446,2104,0,"Inverness",8677,"Scotland","ScotRail",0,1,"Far North Line"
"3305","THT","Thorntonhall",5184,8216,1480,14880,2261,0,"Glasgow Central",9825,"Scotland","ScotRail",0,1,"Glasgow South Western Line"
"3306","THU","Thurgarton",1378,146,60,1584,2480,0,"Nottingham",6203,"East Midlands","East Midlands Railway",0,1,"Nottingham to Lincoln Line"
"3307","THW","The Hawthorns",70574,102630,93106,266310,1084,0,"Birmingham Snow Hill",4523,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Midland Metro"
"3308","THW","The Hawthorns",70574,102630,93106,266310,1084,0,"Birmingham Snow Hill",4523,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Handsworth to Stourbridge Junction Line"
"3309","TIL","Tilbury Town",415034,256100,287628,958762,470,111134,"Grays",7462,"East of England","c2c",1,0,"Tilbury Loop Line"
"3310","TIP","Tipton",84806,150444,61844,297094,1021,0,"Birmingham New Street",1159,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Stour Valley Line"
"3311","TIP","Tipton",84806,150444,61844,297094,1021,0,"Birmingham New Street",1159,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Rugby-Birmingham-Stafford Line"
"3312","TIR","Tir-Phil",21076,838,4254,26168,2144,0,"Cardiff Central",4025,"Wales","TfW Rail",0,1,"Rhymney Line"
"3313","TIS","Tisbury",23356,104594,23680,151630,1410,0,"Salisbury",5798,"South West","South Western Railway",0,1,"Basingstoke and Exeter Line"
"3314","TLB","Talybont",16914,5908,3224,26046,2145,0,"Barmouth",4355,"Wales","TfW Rail",0,1,"Cambrian Line"
"3315","TLC","Tal-y-Cafn",952,430,6,1388,2490,0,"Llandudno",2463,"Wales","TfW Rail",0,1,"Conwy Valley Line"
"3316","TLH","Tilehurst",81468,166222,72320,320010,974,0,"Reading",3154,"South East","Great Western Railway",0,1,"Great Western Main Line"
"3317","TLK","The Lakes (Warks)",3016,3620,3896,10532,2320,0,"Stratford-Upon-Avon",4538,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Birmingham to Stratford Line"
"3318","TLS","Thorpe-le-Soken",37040,46902,35106,119048,1532,229068,"London Liverpool Street",6857,"East of England","Greater Anglia",0,1,"Sunshine Coast Line"
"3319","TMC","Templecombe",8812,54938,4526,68276,1809,0,"London Waterloo",5837,"South West","South Western Railway",0,1,"Basingstoke and Exeter Line"
"3320","TNA","Thornton Abbey",306,828,0,1134,2503,0,"Grimsby Town",6210,"Yorkshire and The Humber","East Midlands Railway",0,1,"Barton Line"
"3321","TNF","Tonfanau",992,564,0,1556,2481,0,"Barmouth",4432,"Wales","TfW Rail",0,1,"Cambrian Line"
"3322","TNN","Thorne North",33848,48172,19020,101040,1629,1281,"Doncaster",6530,"Yorkshire and The Humber","Northern Trains",0,1,"Sheffield to Hull Line"
"3323","TNP","Tonypandy",60892,3058,14910,78860,1745,0,"Cardiff Central",3882,"Wales","TfW Rail",0,1,"Rhondda Line"
"3324","TNS","Thorne South",20494,17544,9938,47976,1960,0,"Doncaster",6531,"Yorkshire and The Humber","Northern Trains",0,1,"South Humberside Main Line"
"3325","TOD","Todmorden",172144,260270,84330,516744,758,0,"Manchester Victoria",2677,"Yorkshire and The Humber","Northern Trains",0,1,"Caldervale Line"
"3326","TOK","Three Oaks",3188,5638,3370,12196,2298,0,"Hastings",5028,"South East","Govia Thameslink Railway (Southern)",0,1,"Marshlink Line"
"3327","TOL","Tolworth",201196,199190,95992,496378,784,0,"London Waterloo",5573,"London","South Western Railway",0,1,"Chessington Branch Line"
"3328","TOM","Tottenham Hale",2909790,3788882,864978,7563650,51,502460,"Stansted Airport",6951,"London","Greater Anglia",1,0,"Gospel Oak to Barking Line"
"3329","TOM","Tottenham Hale",2909790,3788882,864978,7563650,51,502460,"Stansted Airport",6951,"London","Greater Anglia",1,0,"Victoria Line"
"3330","TOM","Tottenham Hale",2909790,3788882,864978,7563650,51,502460,"Stansted Airport",6951,"London","Greater Anglia",1,0,"Bethnal Green and King's Lynn Line"
"3331","TON","Tonbridge",795088,1452098,1255750,3502936,128,321741,"London Charing Cross",5229,"South East","Southeastern",1,0,"South Eastern Main Line"
"3332","TON","Tonbridge",795088,1452098,1255750,3502936,128,321741,"London Charing Cross",5229,"South East","Southeastern",1,0,"Redhill to Tonbridge Line"
"3333","TON","Tonbridge",795088,1452098,1255750,3502936,128,321741,"London Charing Cross",5229,"South East","Southeastern",1,0,"Hastings Line"
"3334","TOO","Tooting",262056,287860,153056,702972,603,0,"Wimbledon",5389,"London","Govia Thameslink Railway (Thameslink)",1,0,"Streatham Morden and Sutton Line"
"3335","TOP","Topsham",134060,73330,20242,227632,1182,0,"Exeter Central",5758,"South West","Great Western Railway",0,1,"Avocet Line"
"3336","TOT","Totnes",40898,556808,89688,687394,619,0,"London Paddington",3558,"South West","Great Western Railway",0,1,"South Devon Main Line"
"3337","TOT","Totnes",40898,556808,89688,687394,619,0,"London Paddington",3558,"South West","Great Western Railway",0,1,"Great Western Railway"
"3338","TPB","Thorpe Bay",267908,201362,127550,596820,677,0,"London Fenchurch Street",7460,"East of England","c2c",1,0,"Fenchurch Street and Shoeburyness Line"
"3339","TPC","Thorpe Culvert",166,230,0,396,2550,0,"Skegness",6267,"East Midlands","East Midlands Railway",0,1,"Grantham to Skegness Line"
"3340","TPN","Ton Pentre",41664,2224,9734,53622,1925,0,"Cardiff Central",3897,"Wales","TfW Rail",0,1,"Rhondda Line"
"3341","TQY","Torquay",41486,361990,51972,455448,822,3700,"Exeter Central",3434,"South West","Great Western Railway",0,1,"Torquay Branch"
"3342","TRA","Trafford Park",17526,12866,6376,36768,2055,0,"Manchester Piccadilly",2969,"North West","Northern Trains",0,1,"Manchester and Allerton Junction Line"
"3343","TRA","Trafford Park",17526,12866,6376,36768,2055,0,"Manchester Piccadilly",2969,"North West","Northern Trains",0,1,"Liverpool to Manchester Line"
"3344","TRB","Treherbert",80364,3922,36910,121196,1521,0,"Cardiff Central",3889,"Wales","TfW Rail",0,1,"Rhondda Line"
"3345","TRD","Troed-Y-Rhiw",22072,774,10816,33662,2075,0,"Merthyr Tydfil",4276,"Wales","TfW Rail",0,1,"Cardiff and Merthyr Line"
"3346","TRE","Trefforest Estate",35642,1768,9070,46480,1971,0,"Cardiff Central",3886,"Wales","TfW Rail",0,1,"Cardiff and Merthyr Line"
"3347","TRF","Trefforest",475408,23700,55004,554112,714,0,"Cardiff Central",3887,"Wales","TfW Rail",0,1,"Cardiff and Merthyr Line"
"3348","TRH","Trehafod",20164,860,5958,26982,2138,0,"Cardiff Central",3888,"Wales","TfW Rail",0,1,"Rhondda Line"
"3349","TRI","Tring",198956,285566,68686,553208,717,0,"London Euston",1393,"East of England","West Midlands Trains (London Northwestern Railway)",0,1,"West Coast Main Line"
"3350","TRM","Trimley",18532,17956,4676,41164,2009,0,"Ipswich",7225,"East of England","Greater Anglia",0,1,"Felixstowe Branch Line"
"3351","TRN","Troon",98358,209090,29694,337142,951,3904,"Glasgow Central",9562,"Scotland","ScotRail",0,1,"Ayrshire Coast Line"
"3352","TRO","Trowbridge",300822,342102,91844,734768,586,36255,"Bath Spa",3348,"South West","Great Western Railway",0,1,"Wessex Mainline"
"3353","TRR","Torre",64770,148512,118562,331844,957,0,"Teignmouth",3432,"South West","Great Western Railway",0,1,"Torquay Branch"
"3354","TRS","Thurston",38138,40202,17380,95720,1654,0,"Bury St Edmunds",7356,"East of England","Greater Anglia",0,1,"Ipswich to Ely Line"
"3355","TRU","Truro",105302,837196,158094,1100592,409,240812,"St Austell",3540,"South West","Great Western Railway",1,0,"The Cornish Main Line"
"3356","TRY","Treorchy",54592,2986,25826,83404,1717,0,"Cardiff Central",3891,"Wales","TfW Rail",0,1,"Rhondda Line"
"3357","TTF","Thetford",55208,191538,29776,276522,1065,6,"Norwich",7203,"East of England","Greater Anglia",0,1,"Breckland Line"
"3358","TTH","Thornton Heath",558144,792280,564798,1915222,250,0,"London Victoria",5388,"London","Govia Thameslink Railway (Southern)",1,0,"Brighton Main Line"
"3359","TTN","Totton",59116,113802,27360,200278,1249,0,"Southampton Central",5921,"South East","South Western Railway",0,1,"South Western Main Line"
"3360","TUH","Tulse Hill",680414,893942,302766,1877122,259,547235,"London Bridge",5390,"London","Govia Thameslink Railway (Southern)",1,0,"Sutton and Mole Valley Line"
"3361","TUH","Tulse Hill",680414,893942,302766,1877122,259,547235,"London Bridge",5390,"London","Govia Thameslink Railway (Southern)",1,0,"Herne Hill and Tulse Hill Line"
"3362","TUH","Tulse Hill",680414,893942,302766,1877122,259,547235,"London Bridge",5390,"London","Govia Thameslink Railway (Southern)",1,0,"Balham to Beckenham Junction Line"
"3363","TUL","Tulloch",1128,416,0,1544,2482,0,"Corrour",8837,"Scotland","ScotRail",0,1,"West Highland Line"
"3364","TUR","Turkey Street",292940,440472,44402,777814,562,0,"Seven Sisters",6952,"London","London Overground",0,1,"Hackney Downs and Cheshunt Line"
"3365","TUT","Tutbury and Hatton",24158,29638,2760,56556,1895,0,"Derby",1783,"East Midlands","East Midlands Railway",0,1,"Crewe to Derby Line"
"3366","TVP","Tiverton Parkway",29134,452466,42590,524190,750,0,"London Paddington",3474,"South West","Great Western Railway",0,1,"Bristol to Exeter Line"
"3367","TVP","Tiverton Parkway",29134,452466,42590,524190,750,0,"London Paddington",3474,"South West","Great Western Railway",0,1,"Great Western Main Line"
"3368","TWB","Tweedbank",99158,197300,5070,301528,1015,0,"Edinburgh",9500,"Scotland","ScotRail",0,1,"Borders Railway"
"3369","TWI","Twickenham",1328622,2218304,472198,4019124,109,343576,"London Waterloo",5574,"London","South Western Railway",1,0,"Kingston Loop Line"
"3370","TWI","Twickenham",1328622,2218304,472198,4019124,109,343576,"London Waterloo",5574,"London","South Western Railway",1,0,"Waterloo to Reading Line"
"3371","TWN","Town Green",76880,226832,56868,360580,916,0,"Ormskirk",2283,"North West","Merseyrail",0,1,"Merseyrail Northern Line"
"3372","TWY","Twyford",394528,527072,160060,1081660,421,555106,"London Paddington",3155,"South East","Great Western Railway",0,1,"Great Western Main Line"
"3373","TWY","Twyford",394528,527072,160060,1081660,421,555106,"London Paddington",3155,"South East","Great Western Railway",0,1,"Regatta Line"
"3374","TYC","Ty Croes",2774,1862,246,4882,2400,0,"Bangor (Gwynedd)",2439,"Wales","TfW Rail",0,1,"Rheilffordd Arfordir Gogledd Cymru / North Wales Coast Line"
"3375","TYG","Tygwyn",834,218,0,1052,2506,0,"Harlech",4357,"Wales","TfW Rail",0,1,"Cambrian Line"
"3376","TYL","Tyndrum Lower",3020,1630,0,4650,2405,1343,"Oban",8728,"Scotland","ScotRail",0,1,"West Highland Line"
"3377","TYS","Tyseley",58714,43532,45854,148100,1424,951,"Birmingham Moor Street",4518,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Chiltern Line"
"3378","TYS","Tyseley",58714,43532,45854,148100,1424,951,"Birmingham Moor Street",4518,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Bordesley Junction to Tyseley Line"
"3379","TYS","Tyseley",58714,43532,45854,148100,1424,951,"Birmingham Moor Street",4518,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Chiltern Main Line"
"3380","TYS","Tyseley",58714,43532,45854,148100,1424,951,"Birmingham Moor Street",4518,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Birmingham to Stratford Line"
"3381","TYW","Tywyn",49450,18930,21526,89906,1690,0,"Barmouth",4433,"Wales","TfW Rail",0,1,"Cambrian Line"
"3382","UCK","Uckfield",56250,100882,43140,200272,1250,0,"London Bridge",5334,"South East","Govia Thameslink Railway (Southern)",0,1,"South Croydon to Uckfield Branch"
"3383","UDD","Uddingston",207758,294362,65682,567802,699,0,"Glasgow Central",9776,"Scotland","ScotRail",0,1,"Edinburgh to Glasgow via Shotts"
"3384","UDD","Uddingston",207758,294362,65682,567802,699,0,"Glasgow Central",9776,"Scotland","ScotRail",0,1,"West Coast Main Line"
"3385","UHA","Uphall",153608,179230,25248,358086,924,0,"Edinburgh",9373,"Scotland","ScotRail",0,1,"Edinburgh to Glasgow via Bathgate"
"3386","UHL","Upper Holloway",365578,476458,316964,1159000,387,0,"Barking",1524,"London","London Overground",0,1,"Gospel Oak to Barking Line"
"3387","ULC","Ulceby",1102,1758,0,2860,2450,0,"Grimsby Town",6211,"Yorkshire and The Humber","East Midlands Railway",0,1,"Barton Line"
"3388","ULL","Ulleskelf",4318,4810,1192,10320,2323,0,"York",8261,"Yorkshire and The Humber","Northern Trains",0,1,"Normanton and Colton Junction Line"
"3389","ULV","Ulverston",47564,169884,39910,257358,1109,0,"Barrow-In-Furness",2010,"North West","Northern Trains",0,1,"Furness Line"
"3390","UMB","Umberleigh",11092,17816,17000,45908,1976,0,"Exeter Central",5826,"South West","Great Western Railway",0,1,"Tarka Line"
"3391","UNI","University (Birmingham)",909998,1047160,676330,2633488,171,0,"Birmingham New Street",4504,"West Midlands","West Midlands Trains (West Midlands Railway)",1,0,"Birmingham and Gloucester Line"
"3392","UNI","University (Birmingham)",909998,1047160,676330,2633488,171,0,"Birmingham New Street",4504,"West Midlands","West Midlands Trains (West Midlands Railway)",1,0,"Cross-City Line"
"3393","UPH","Upper Halliford",26180,24160,26174,76514,1758,0,"London Waterloo",5613,"South East","South Western Railway",0,1,"Shepperton Line"
"3394","UPL","Upholland",11912,7882,1904,21698,2195,0,"Wigan Wallgate",2364,"North West","Northern Trains",0,1,"Wigan and Kirkby Line"
"3395","UPM","Upminster",1688162,2220578,497628,4406368,96,764941,"London Fenchurch Street",7464,"London","c2c",1,0,"Romford to Upminster Line"
"3396","UPM","Upminster",1688162,2220578,497628,4406368,96,764941,"London Fenchurch Street",7464,"London","c2c",1,0,"Upminster and Grays Branch"
"3397","UPM","Upminster",1688162,2220578,497628,4406368,96,764941,"London Fenchurch Street",7464,"London","c2c",1,0,"Fenchurch Street and Shoeburyness Line"
"3398","UPM","Upminster",1688162,2220578,497628,4406368,96,764941,"London Fenchurch Street",7464,"London","c2c",1,0,"District Line"
"3399","UPT","Upton (Merseyside)",13478,3622,1178,18278,2229,0,"Shotton",2141,"North West","TfW Rail",0,1,"Borderlands Line"
"3400","UPW","Upwey",11360,30696,1072,43128,1994,57243,"Bournemouth",5967,"South West","South Western Railway",0,1,"South Western Main Line"
"3401","URM","Urmston",132358,95874,46306,274538,1068,0,"Manchester Oxford Road",2938,"North West","Northern Trains",0,1,"Manchester and Allerton Junction Line"
"3402","UTT","Uttoxeter",55848,81976,6446,144270,1436,0,"Derby",1342,"West Midlands","East Midlands Railway",0,1,"Crewe to Derby Line"
"3403","UTY","Upper Tyndrum",2456,1620,0,4076,2419,123,"Oban",8838,"Scotland","ScotRail",0,1,"West Highland Line"
"3404","UWL","Upper Warlingham",259498,261606,108582,629686,651,0,"London Victoria",5391,"South East","Govia Thameslink Railway (Southern)",0,1,"East Grinstead Line"
"3405","UWL","Upper Warlingham",259498,261606,108582,629686,651,0,"London Victoria",5391,"South East","Govia Thameslink Railway (Southern)",0,1,"Purley and Caterham Line"
"3406","VAL","Valley",7566,4352,518,12436,2293,0,"Bangor (Gwynedd)",2440,"Wales","TfW Rail",0,1,"Rheilffordd Arfordir Gogledd Cymru / North Wales Coast Line"
"3407","VIC","London Victoria",13813592,24654026,7096354,45563972,5,3267934,"Gatwick Airport",5426,"London","Network Rail",1,0,"Victoria Line"
"3408","VIC","London Victoria",13813592,24654026,7096354,45563972,5,3267934,"Gatwick Airport",5426,"London","Network Rail",1,0,"Brighton Main Line"
"3409","VIC","London Victoria",13813592,24654026,7096354,45563972,5,3267934,"Gatwick Airport",5426,"London","Network Rail",1,0,"Chatham Main Line"
"3410","VIC","London Victoria",13813592,24654026,7096354,45563972,5,3267934,"Gatwick Airport",5426,"London","Network Rail",1,0,"Circle and District Lines"
"3411","VIR","Virginia Water",195964,213224,69772,478960,805,122300,"London Waterloo",5676,"South East","South Western Railway",1,0,"Waterloo to Reading Line"
"3412","VIR","Virginia Water",195964,213224,69772,478960,805,122300,"London Waterloo",5676,"South East","South Western Railway",1,0,"Chertsey Branch Line"
"3413","VXH","Vauxhall",4312218,5976372,2723744,13012334,26,0,"Wimbledon",5597,"London","South Western Railway",1,0,"Victoria Line"
"3414","VXH","Vauxhall",4312218,5976372,2723744,13012334,26,0,"Wimbledon",5597,"London","South Western Railway",1,0,"South Western Main Line"
"3415","VXH","Vauxhall",4312218,5976372,2723744,13012334,26,0,"Wimbledon",5597,"London","South Western Railway",1,0,"Waterloo to Reading Line"
"3416","WAC","Warrington Central",320576,720062,61912,1102550,406,303098,"Manchester Oxford Road",2390,"North West","Northern Trains",1,0,"Manchester and Allerton Junction Line"
"3417","WAD","Wadhurst",68566,142698,75752,287016,1047,0,"London Bridge",5231,"South East","Southeastern",0,1,"Hastings Line"
"3418","WAE","London Waterloo East",1650500,2808390,970994,5429884,76,640797,"London Bridge",5158,"London","Southeastern",1,0,"Reading Line"
"3419","WAE","London Waterloo East",1650500,2808390,970994,5429884,76,640797,"London Bridge",5158,"London","Southeastern",1,0,"Jubilee Line"
"3420","WAE","London Waterloo East",1650500,2808390,970994,5429884,76,640797,"London Bridge",5158,"London","Southeastern",1,0,"Northern Line"
"3421","WAE","London Waterloo East",1650500,2808390,970994,5429884,76,640797,"London Bridge",5158,"London","Southeastern",1,0,"Waterloo & City Line"
"3422","WAE","London Waterloo East",1650500,2808390,970994,5429884,76,640797,"London Bridge",5158,"London","Southeastern",1,0,"Waterloo International Terminal Approaches"
"3423","WAE","London Waterloo East",1650500,2808390,970994,5429884,76,640797,"London Bridge",5158,"London","Southeastern",1,0,"Bakerloo Line"
"3424","WAE","London Waterloo East",1650500,2808390,970994,5429884,76,640797,"London Bridge",5158,"London","Southeastern",1,0,"South Western Main Line"
"3425","WAE","London Waterloo East",1650500,2808390,970994,5429884,76,640797,"London Bridge",5158,"London","Southeastern",1,0,"Thameslink"
"3426","WAE","London Waterloo East",1650500,2808390,970994,5429884,76,640797,"London Bridge",5158,"London","Southeastern",1,0,"South Eastern Main Line"
"3427","WAF","Wallyford",113218,84984,10636,208838,1227,0,"Edinburgh",9365,"Scotland","ScotRail",0,1,"East Coast Main Line"
"3428","WAL","Walton-On-Thames",752828,861248,420440,2034516,233,0,"London Waterloo",5575,"South East","South Western Railway",1,0,"South West Main Line"
"3429","WAM","Walmer",32384,87898,58968,179250,1313,0,"London St Pancras International",5041,"South East","Southeastern",0,1,"Kent Coast Line"
"3430","WAN","Wanborough",24524,22746,9978,57248,1892,0,"Guildford",5639,"South East","South Western Railway",0,1,"North Downs Line"
"3431","WAN","Wanborough",24524,22746,9978,57248,1892,0,"Guildford",5639,"South East","South Western Railway",0,1,"Guildford to Wokingham Line"
"3432","WAO","Walton (Merseyside)",73950,165778,178440,418168,851,0,"Liverpool Central",2251,"North West","Merseyrail",0,1,"Merseyrail Northern Line"
"3433","WAR","Ware (Herts)",358338,363644,84862,806844,545,0,"London Liverpool Street",6824,"East of England","Greater Anglia",0,1,"Hertford East Branch"
"3434","WAS","Watton-At-Stone",49542,67842,24562,141946,1449,0,"Hertford North",6095,"East of England","Govia Thameslink Railway (Great Northern)",0,1,"Hertford Loop Line"
"3435","WAT","London Waterloo",19253404,29675988,8860388,57789780,3,4664322,"Clapham Junction",5598,"London","Network Rail",1,0,"South Western Main Line"
"3436","WAT","London Waterloo",19253404,29675988,8860388,57789780,3,4664322,"Clapham Junction",5598,"London","Network Rail",1,0,"Bakerloo Line"
"3437","WAT","London Waterloo",19253404,29675988,8860388,57789780,3,4664322,"Clapham Junction",5598,"London","Network Rail",1,0,"South Eastern Main Line"
"3438","WAT","London Waterloo",19253404,29675988,8860388,57789780,3,4664322,"Clapham Junction",5598,"London","Network Rail",1,0,"Waterloo & City Line"
"3439","WAT","London Waterloo",19253404,29675988,8860388,57789780,3,4664322,"Clapham Junction",5598,"London","Network Rail",1,0,"Northern Line"
"3440","WAT","London Waterloo",19253404,29675988,8860388,57789780,3,4664322,"Clapham Junction",5598,"London","Network Rail",1,0,"Reading Line"
"3441","WAT","London Waterloo",19253404,29675988,8860388,57789780,3,4664322,"Clapham Junction",5598,"London","Network Rail",1,0,"Waterloo International Terminal Approaches"
"3442","WAT","London Waterloo",19253404,29675988,8860388,57789780,3,4664322,"Clapham Junction",5598,"London","Network Rail",1,0,"Jubilee Line"
"3443","WAV","Wavertree Technology Park",96366,82996,60930,240292,1147,0,"Liverpool Lime Street",8589,"North West","Northern Trains",0,1,"Weaver Junction and Liverpool Line"
"3444","WAV","Wavertree Technology Park",96366,82996,60930,240292,1147,0,"Liverpool Lime Street",8589,"North West","Northern Trains",0,1,"Seaforth Container Terminal Branch"
"3445","WAV","Wavertree Technology Park",96366,82996,60930,240292,1147,0,"Liverpool Lime Street",8589,"North West","Northern Trains",0,1,"Deal Street and Edge Hill Line"
"3446","WAV","Wavertree Technology Park",96366,82996,60930,240292,1147,0,"Liverpool Lime Street",8589,"North West","Northern Trains",0,1,"Edge Hill Junction to Waterloo Goods"
"3447","WBC","Waterbeach",102604,156314,50212,309130,997,0,"Cambridge",7079,"East of England","Govia Thameslink Railway (Great Northern)",0,1,"Fen Line"
"3448","WBD","Whitley Bridge",740,90,76,906,2516,0,"Leeds",8130,"Yorkshire and The Humber","Northern Trains",0,1,"Wakefield and Goole Line"
"3449","WBL","Warblington",11100,9326,2248,22674,2187,0,"Chichester",5264,"South East","Govia Thameslink Railway (Southern)",0,1,"West Coastway Line"
"3450","WBL","Warblington",11100,9326,2248,22674,2187,0,"Chichester",5264,"South East","Govia Thameslink Railway (Southern)",0,1,"Portsmouth Direct Line"
"3451","WBO","Wimbledon Chase",98050,88462,47136,233648,1160,0,"Wimbledon",5612,"London","Govia Thameslink Railway (Thameslink)",0,1,"South Western Main Line"
"3452","WBO","Wimbledon Chase",98050,88462,47136,233648,1160,0,"Wimbledon",5612,"London","Govia Thameslink Railway (Thameslink)",0,1,"Sutton Loop Line"
"3453","WBP","West Brompton",1084230,1800302,626038,3510570,127,0,"Shepherd's Bush",8875,"London","London Underground",1,0,"West London Line"
"3454","WBP","West Brompton",1084230,1800302,626038,3510570,127,0,"Shepherd's Bush",8875,"London","London Underground",1,0,"West London line"
"3455","WBP","West Brompton",1084230,1800302,626038,3510570,127,0,"Shepherd's Bush",8875,"London","London Underground",1,0,"District Line"
"3456","WBP","West Brompton",1084230,1800302,626038,3510570,127,0,"Shepherd's Bush",8875,"London","London Underground",1,0,"Piccadilly Line"
"3457","WBQ","Warrington Bank Quay",327340,735256,63220,1125816,398,467900,"London Euston",2384,"North West","Avanti West Coast",0,1,"West Coast Main Line"
"3458","WBQ","Warrington Bank Quay",327340,735256,63220,1125816,398,467900,"London Euston",2384,"North West","Avanti West Coast",0,1,"Chester to Manchester Line"
"3459","WBR","Whaley Bridge",24806,65464,15572,105842,1600,0,"Manchester Piccadilly",2772,"East Midlands","Northern Trains",0,1,"Buxton Line"
"3460","WBY","West Byfleet",331758,375060,200572,907390,495,0,"London Waterloo",5684,"South East","South Western Railway",0,1,"South West Main Line"
"3461","WCB","Westcombe Park",326830,375784,113360,815974,538,0,"London Bridge",5151,"London","Southeastern",0,1,"Greenwich Line"
"3462","WCB","Westcombe Park",326830,375784,113360,815974,538,0,"London Bridge",5151,"London","Southeastern",0,1,"Blackheath to Charlton Line"
